date,regularBalls,powerball,mainNumberPool,powerballPool
"May 4, 1996","4,9,24,31,42",39,1 to 45,1 to 45
"May 8, 1996","10,16,24,28,41",8,1 to 45,1 to 45
"May 11, 1996","17,23,26,27,42",42,1 to 45,1 to 45
"May 15, 1996","11,16,17,32,37",16,1 to 45,1 to 45
"May 18, 1996","2,7,8,28,33",35,1 to 45,1 to 45
"May 22, 1996","15,26,33,35,39",27,1 to 45,1 to 45
"May 25, 1996","9,21,39,44,45",37,1 to 45,1 to 45
"May 29, 1996","14,20,29,40,44",11,1 to 45,1 to 45
"June 1, 1996","5,12,17,22,36",4,1 to 45,1 to 45
"June 5, 1996","1,3,19,35,37",1,1 to 45,1 to 45
"June 8, 1996","7,8,21,28,34",14,1 to 45,1 to 45
"June 12, 1996","7,15,23,38,43",31,1 to 45,1 to 45
"June 15, 1996","5,14,20,22,36",8,1 to 45,1 to 45
"June 19, 1996","9,12,38,40,44",10,1 to 45,1 to 45
"June 22, 1996","6,23,33,34,45",17,1 to 45,1 to 45
"June 26, 1996","8,23,36,40,41",26,1 to 45,1 to 45
"June 29, 1996","22,28,37,41,45",43,1 to 45,1 to 45
"July 3, 1996","4,14,27,29,38",12,1 to 45,1 to 45
"July 6, 1996","3,4,24,31,38",10,1 to 45,1 to 45
"July 10, 1996","2,11,15,30,44",27,1 to 45,1 to 45
"July 13, 1996","6,15,23,29,34",16,1 to 45,1 to 45
"July 17, 1996","4,15,21,24,36",35,1 to 45,1 to 45
"July 20, 1996","7,10,11,17,38",13,1 to 45,1 to 45
"July 24, 1996","15,25,28,34,44",26,1 to 45,1 to 45
"July 27, 1996","3,9,10,13,31",12,1 to 45,1 to 45
"July 31, 1996","6,13,21,39,43",38,1 to 45,1 to 45
"August 3, 1996","8,18,21,24,37",29,1 to 45,1 to 45
"August 7, 1996","8,11,15,31,42",40,1 to 45,1 to 45
"August 10, 1996","2,13,14,19,42",5,1 to 45,1 to 45
"August 14, 1996","1,19,26,37,41",27,1 to 45,1 to 45
"August 17, 1996","17,36,41,42,44",35,1 to 45,1 to 45
"August 21, 1996","10,18,19,31,45",30,1 to 45,1 to 45
"August 24, 1996","2,13,15,35,40",10,1 to 45,1 to 45
"August 28, 1996","10,24,29,38,45",1,1 to 45,1 to 45
"August 31, 1996","20,21,24,42,44",18,1 to 45,1 to 45
"September 4, 1996","19,26,29,36,45",11,1 to 45,1 to 45
"September 7, 1996","13,14,28,35,38",9,1 to 45,1 to 45
"September 11, 1996","8,9,12,18,33",11,1 to 45,1 to 45
"September 14, 1996","7,15,26,34,44",45,1 to 45,1 to 45
"September 18, 1996","13,21,22,23,38",27,1 to 45,1 to 45
"September 21, 1996","2,17,23,30,39",2,1 to 45,1 to 45
"September 25, 1996","7,10,25,33,38",43,1 to 45,1 to 45
"September 28, 1996","2,13,14,35,36",39,1 to 45,1 to 45
"October 2, 1996","13,14,16,19,37",25,1 to 45,1 to 45
"October 5, 1996","2,13,15,33,38",44,1 to 45,1 to 45
"October 9, 1996","2,14,16,21,33",27,1 to 45,1 to 45
"October 12, 1996","1,22,25,27,45",42,1 to 45,1 to 45
"October 16, 1996","20,31,33,40,43",10,1 to 45,1 to 45
"October 19, 1996","8,20,30,31,42",9,1 to 45,1 to 45
"October 23, 1996","9,24,27,31,34",18,1 to 45,1 to 45
"October 26, 1996","4,17,19,25,37",19,1 to 45,1 to 45
"October 30, 1996","10,13,19,37,43",45,1 to 45,1 to 45
"November 2, 1996","17,32,37,38,44",28,1 to 45,1 to 45
"November 6, 1996","11,18,30,35,42",1,1 to 45,1 to 45
"November 9, 1996","1,3,5,6,35",38,1 to 45,1 to 45
"November 13, 1996","17,19,25,27,30",1,1 to 45,1 to 45
"November 16, 1996","11,27,35,39,43",21,1 to 45,1 to 45
"November 20, 1996","11,12,15,18,35",19,1 to 45,1 to 45
"November 23, 1996","6,8,17,25,41",44,1 to 45,1 to 45
"November 27, 1996","1,31,37,38,39",3,1 to 45,1 to 45
"November 30, 1996","13,28,30,38,41",22,1 to 45,1 to 45
"December 4, 1996","1,10,17,20,42",29,1 to 45,1 to 45
"December 7, 1996","6,20,24,31,37",34,1 to 45,1 to 45
"December 11, 1996","4,8,15,22,36",43,1 to 45,1 to 45
"December 14, 1996","10,19,22,38,44",30,1 to 45,1 to 45
"December 18, 1996","3,21,28,36,45",1,1 to 45,1 to 45
"December 21, 1996","13,16,20,42,44",45,1 to 45,1 to 45
"December 25, 1996","13,14,17,25,26",29,1 to 45,1 to 45
"December 28, 1996","3,11,21,22,31",13,1 to 45,1 to 45
"January 1, 1997","6,13,17,19,42",44,1 to 45,1 to 45
"January 4, 1997","1,12,16,25,29",43,1 to 45,1 to 45
"January 8, 1997","7,14,22,37,45",18,1 to 45,1 to 45
"January 11, 1997","2,18,26,29,42",7,1 to 45,1 to 45
"January 15, 1997","15,27,34,39,44",18,1 to 45,1 to 45
"January 18, 1997","19,27,30,35,40",34,1 to 45,1 to 45
"January 22, 1997","3,11,12,29,41",35,1 to 45,1 to 45
"January 25, 1997","2,6,38,42,45",27,1 to 45,1 to 45
"January 29, 1997","1,4,26,28,37",9,1 to 45,1 to 45
"February 1, 1997","3,16,38,39,40",8,1 to 45,1 to 45
"February 5, 1997","2,8,18,37,45",42,1 to 45,1 to 45
"February 8, 1997","22,23,24,29,35",29,1 to 45,1 to 45
"February 12, 1997","12,16,28,29,36",37,1 to 45,1 to 45
"February 15, 1997","13,14,26,38,43",7,1 to 45,1 to 45
"February 19, 1997","7,8,21,23,38",28,1 to 45,1 to 45
"February 22, 1997","17,35,37,38,40",37,1 to 45,1 to 45
"February 26, 1997","4,8,9,11,44",6,1 to 45,1 to 45
"March 1, 1997","7,10,22,34,41",12,1 to 45,1 to 45
"March 5, 1997","21,29,31,32,43",28,1 to 45,1 to 45
"March 8, 1997","9,12,21,31,36",22,1 to 45,1 to 45
"March 12, 1997","1,17,22,30,37",11,1 to 45,1 to 45
"March 15, 1997","4,7,20,25,31",42,1 to 45,1 to 45
"March 19, 1997","3,6,7,37,42",19,1 to 45,1 to 45
"March 22, 1997","5,18,19,21,29",19,1 to 45,1 to 45
"March 26, 1997","4,15,19,26,32",33,1 to 45,1 to 45
"March 29, 1997","3,23,29,35,42",25,1 to 45,1 to 45
"April 2, 1997","4,6,13,33,40",17,1 to 45,1 to 45
"April 5, 1997","7,8,10,11,21",19,1 to 45,1 to 45
"April 9, 1997","17,36,42,43,45",16,1 to 45,1 to 45
"April 12, 1997","9,10,21,28,29",6,1 to 45,1 to 45
"April 16, 1997","15,16,24,39,45",37,1 to 45,1 to 45
"April 19, 1997","5,13,19,28,31",31,1 to 45,1 to 45
"April 23, 1997","4,16,21,31,39",13,1 to 45,1 to 45
"April 26, 1997","5,18,29,31,42",43,1 to 45,1 to 45
"April 30, 1997","17,26,31,33,40",32,1 to 45,1 to 45
"May 3, 1997","8,21,22,29,38",29,1 to 45,1 to 45
"May 7, 1997","8,10,12,27,35",4,1 to 45,1 to 45
"May 10, 1997","5,9,14,16,24",35,1 to 45,1 to 45
"May 14, 1997","8,28,36,42,44",18,1 to 45,1 to 45
"May 17, 1997","14,24,25,29,31",36,1 to 45,1 to 45
"May 21, 1997","8,20,32,37,44",40,1 to 45,1 to 45
"May 24, 1997","5,21,33,35,45",13,1 to 45,1 to 45
"May 28, 1997","6,10,30,34,39",19,1 to 45,1 to 45
"May 31, 1997","7,11,16,17,39",17,1 to 45,1 to 45
"June 4, 1997","4,12,18,20,38",40,1 to 45,1 to 45
"June 7, 1997","6,8,18,34,39",22,1 to 45,1 to 45
"June 11, 1997","7,10,23,33,45",12,1 to 45,1 to 45
"June 14, 1997","9,17,21,24,27",16,1 to 45,1 to 45
"June 18, 1997","16,23,24,28,29",24,1 to 45,1 to 45
"June 21, 1997","6,11,20,29,45",43,1 to 45,1 to 45
"June 25, 1997","20,29,34,35,39",16,1 to 45,1 to 45
"June 28, 1997","1,21,31,34,43",42,1 to 45,1 to 45
"July 2, 1997","9,18,37,44,45",38,1 to 45,1 to 45
"July 5, 1997","22,26,28,43,44",29,1 to 45,1 to 45
"July 9, 1997","4,32,33,36,39",22,1 to 45,1 to 45
"July 12, 1997","3,5,11,35,37",14,1 to 45,1 to 45
"July 16, 1997","13,17,18,39,44",24,1 to 45,1 to 45
"July 19, 1997","4,11,26,33,41",1,1 to 45,1 to 45
"July 23, 1997","26,36,40,42,45",12,1 to 45,1 to 45
"July 26, 1997","6,10,18,23,26",42,1 to 45,1 to 45
"July 30, 1997","6,16,21,30,34",11,1 to 45,1 to 45
"August 2, 1997","2,21,28,35,36",10,1 to 45,1 to 45
"August 6, 1997","3,6,12,25,45",10,1 to 45,1 to 45
"August 9, 1997","1,7,13,17,27",12,1 to 45,1 to 45
"August 13, 1997","13,17,31,36,41",19,1 to 45,1 to 45
"August 16, 1997","3,12,25,33,34",24,1 to 45,1 to 45
"August 20, 1997","1,3,12,15,25",23,1 to 45,1 to 45
"August 23, 1997","12,14,34,35,44",9,1 to 45,1 to 45
"August 27, 1997","1,8,36,37,38",19,1 to 45,1 to 45
"August 30, 1997","3,11,26,29,36",24,1 to 45,1 to 45
"September 3, 1997","2,5,10,22,39",42,1 to 45,1 to 45
"September 6, 1997","7,34,35,39,45",29,1 to 45,1 to 45
"September 10, 1997","1,2,16,21,42",3,1 to 45,1 to 45
"September 13, 1997","6,8,19,32,45",22,1 to 45,1 to 45
"September 17, 1997","22,26,28,31,34",18,1 to 45,1 to 45
"September 20, 1997","15,16,22,28,43",33,1 to 45,1 to 45
"September 24, 1997","9,12,25,28,39",20,1 to 45,1 to 45
"September 27, 1997","6,14,16,31,41",6,1 to 45,1 to 45
"October 1, 1997","18,21,25,36,44",9,1 to 45,1 to 45
"October 4, 1997","11,24,25,31,43",28,1 to 45,1 to 45
"October 8, 1997","10,14,22,33,35",11,1 to 45,1 to 45
"October 11, 1997","2,20,34,40,42",3,1 to 45,1 to 45
"October 15, 1997","7,9,19,21,34",8,1 to 45,1 to 45
"October 18, 1997","11,14,16,19,21",6,1 to 45,1 to 45
"October 22, 1997","5,9,23,40,43",24,1 to 45,1 to 45
"October 25, 1997","15,23,24,28,35",30,1 to 45,1 to 45
"October 29, 1997","6,11,13,26,32",37,1 to 45,1 to 45
"November 1, 1997","22,25,28,33,37",20,1 to 45,1 to 45
"November 5, 1997","2,19,24,28,35",26,1 to 45,1 to 45
"November 8, 1997","7,17,21,40,49",37,1 to 45,1 to 45
"November 12, 1997","13,14,16,29,41",1,1 to 45,1 to 45
"November 15, 1997","7,21,26,32,45",8,1 to 45,1 to 45
"November 19, 1997","3,10,19,21,48",22,1 to 45,1 to 45
"November 22, 1997","3,7,14,22,31",2,1 to 45,1 to 45
"November 26, 1997","15,23,34,40,46",35,1 to 45,1 to 45
"November 29, 1997","2,11,13,27,31",23,1 to 45,1 to 45
"December 3, 1997","9,14,18,42,47",32,1 to 45,1 to 45
"December 6, 1997","8,15,26,28,43",36,1 to 45,1 to 45
"December 10, 1997","4,18,21,28,41",3,1 to 45,1 to 45
"December 13, 1997","5,35,41,44,46",27,1 to 45,1 to 45
"December 17, 1997","3,5,13,18,45",20,1 to 45,1 to 45
"December 20, 1997","10,11,12,17,23",7,1 to 45,1 to 45
"December 24, 1997","3,16,28,34,35",14,1 to 45,1 to 45
"December 27, 1997","9,14,15,36,48",17,1 to 45,1 to 45
"December 31, 1997","4,5,6,14,27",6,1 to 45,1 to 45
"January 3, 1998","4,7,9,27,32",6,1 to 45,1 to 45
"January 7, 1998","3,4,18,30,37",23,1 to 45,1 to 45
"January 10, 1998","7,9,17,20,44",25,1 to 45,1 to 45
"January 14, 1998","6,9,16,28,38",13,1 to 45,1 to 45
"January 17, 1998","9,28,29,38,49",6,1 to 45,1 to 45
"January 21, 1998","1,23,26,31,32",33,1 to 45,1 to 45
"January 24, 1998","7,15,23,28,36",10,1 to 45,1 to 45
"January 28, 1998","15,23,31,36,48",12,1 to 45,1 to 45
"January 31, 1998","7,11,13,36,48",18,1 to 45,1 to 45
"February 4, 1998","8,12,21,25,30",20,1 to 45,1 to 45
"February 7, 1998","5,12,15,27,40",14,1 to 45,1 to 45
"February 11, 1998","25,33,34,35,37",35,1 to 45,1 to 45
"February 14, 1998","5,7,23,39,41",6,1 to 45,1 to 45
"February 18, 1998","1,21,28,29,33",15,1 to 45,1 to 45
"February 21, 1998","9,22,29,39,47",25,1 to 45,1 to 45
"February 25, 1998","2,20,30,43,46",19,1 to 45,1 to 45
"February 28, 1998","4,26,41,45,49",6,1 to 45,1 to 45
"March 4, 1998","3,19,30,33,39",9,1 to 45,1 to 45
"March 7, 1998","21,30,32,36,42",33,1 to 45,1 to 45
"March 11, 1998","2,5,17,24,36",20,1 to 45,1 to 45
"March 14, 1998","15,34,35,42,47",15,1 to 45,1 to 45
"March 18, 1998","2,4,33,39,41",26,1 to 45,1 to 45
"March 21, 1998","4,34,35,38,47",16,1 to 45,1 to 45
"March 25, 1998","5,23,35,42,44",29,1 to 45,1 to 45
"March 28, 1998","27,30,33,38,44",15,1 to 45,1 to 45
"April 1, 1998","11,12,33,34,47",39,1 to 45,1 to 45
"April 4, 1998","3,8,23,43,46",13,1 to 45,1 to 45
"April 8, 1998","3,10,24,30,49",35,1 to 45,1 to 45
"April 11, 1998","5,15,36,48,49",11,1 to 45,1 to 45
"April 15, 1998","8,24,25,39,41",21,1 to 45,1 to 45
"April 18, 1998","19,22,24,30,45",21,1 to 45,1 to 45
"April 22, 1998","4,13,29,31,49",4,1 to 45,1 to 45
"April 25, 1998","5,7,20,35,38",19,1 to 45,1 to 45
"April 29, 1998","8,25,30,46,47",31,1 to 45,1 to 45
"May 2, 1998","3,14,19,37,49",4,1 to 45,1 to 45
"May 6, 1998","11,20,44,45,47",5,1 to 45,1 to 45
"May 9, 1998","8,26,29,34,49",28,1 to 45,1 to 45
"May 13, 1998","2,13,18,30,36",26,1 to 45,1 to 45
"May 16, 1998","1,22,23,28,41",18,1 to 45,1 to 45
"May 20, 1998","4,9,30,34,48",8,1 to 45,1 to 45
"May 23, 1998","1,15,16,35,46",35,1 to 45,1 to 45
"May 27, 1998","2,15,27,33,46",27,1 to 45,1 to 45
"May 30, 1998","3,14,24,29,45",24,1 to 45,1 to 45
"June 3, 1998","22,25,31,35,41",38,1 to 45,1 to 45
"June 6, 1998","16,24,26,28,42",24,1 to 45,1 to 45
"June 10, 1998","4,12,19,36,38",6,1 to 45,1 to 45
"June 13, 1998","3,6,8,21,23",11,1 to 45,1 to 45
"June 17, 1998","7,14,35,36,37",10,1 to 45,1 to 45
"June 20, 1998","9,26,27,31,49",4,1 to 45,1 to 45
"June 24, 1998","13,16,18,27,30",23,1 to 45,1 to 45
"June 27, 1998","7,10,30,31,36",37,1 to 45,1 to 45
"July 1, 1998","3,17,29,35,47",34,1 to 45,1 to 45
"July 4, 1998","15,25,30,38,39",42,1 to 45,1 to 45
"July 8, 1998","5,16,19,29,34",24,1 to 45,1 to 45
"July 11, 1998","1,6,10,12,38",17,1 to 45,1 to 45
"July 15, 1998","11,16,21,23,36",37,1 to 45,1 to 45
"July 18, 1998","8,10,14,33,40",31,1 to 45,1 to 45
"July 22, 1998","1,22,23,30,49",33,1 to 45,1 to 45
"July 25, 1998","3,14,17,21,23",16,1 to 45,1 to 45
"July 29, 1998","8,39,43,45,49",13,1 to 45,1 to 45
"August 1, 1998","1,4,20,25,44",5,1 to 45,1 to 45
"August 5, 1998","3,12,19,35,42",21,1 to 45,1 to 45
"August 8, 1998","5,9,33,42,45",28,1 to 45,1 to 45
"August 12, 1998","2,10,33,42,45",2,1 to 45,1 to 45
"August 15, 1998","12,27,30,37,49",20,1 to 45,1 to 45
"August 19, 1998","8,15,23,43,46",29,1 to 45,1 to 45
"August 22, 1998","7,11,21,22,49",19,1 to 45,1 to 45
"August 26, 1998","6,23,32,42,46",8,1 to 45,1 to 45
"August 29, 1998","13,14,18,29,31",23,1 to 45,1 to 45
"September 2, 1998","21,28,29,40,44",8,1 to 45,1 to 45
"September 5, 1998","8,10,16,26,49",40,1 to 45,1 to 45
"September 9, 1998","4,12,19,42,46",9,1 to 45,1 to 45
"September 12, 1998","16,19,28,33,35",16,1 to 45,1 to 45
"September 16, 1998","6,24,35,40,42",2,1 to 45,1 to 45
"September 19, 1998","1,19,35,37,41",11,1 to 45,1 to 45
"September 23, 1998","1,5,21,22,42",18,1 to 45,1 to 45
"September 26, 1998","2,3,5,24,25",8,1 to 45,1 to 45
"September 30, 1998","2,3,8,12,36",24,1 to 45,1 to 45
"October 3, 1998","5,14,22,25,32",4,1 to 45,1 to 45
"October 7, 1998","6,8,9,15,26",7,1 to 45,1 to 45
"October 10, 1998","1,8,19,28,45",25,1 to 45,1 to 45
"October 14, 1998","14,15,18,26,32",6,1 to 45,1 to 45
"October 17, 1998","28,32,44,47,48",27,1 to 45,1 to 45
"October 21, 1998","22,24,27,39,44",25,1 to 45,1 to 45
"October 24, 1998","10,12,17,25,40",20,1 to 45,1 to 45
"October 28, 1998","8,9,24,35,44",42,1 to 45,1 to 45
"October 31, 1998","17,33,34,37,42",8,1 to 45,1 to 45
"November 4, 1998","2,8,17,30,36",22,1 to 45,1 to 45
"November 7, 1998","5,10,13,30,33",28,1 to 45,1 to 45
"November 11, 1998","10,14,25,36,48",2,1 to 45,1 to 45
"November 14, 1998","3,10,16,35,41",38,1 to 45,1 to 45
"November 18, 1998","21,25,33,39,46",18,1 to 45,1 to 45
"November 21, 1998","1,14,15,21,35",10,1 to 45,1 to 45
"November 25, 1998","6,10,13,33,48",9,1 to 45,1 to 45
"November 28, 1998","2,4,6,11,43",9,1 to 45,1 to 45
"December 2, 1998","4,22,29,36,45",30,1 to 45,1 to 45
"December 5, 1998","9,19,20,27,31",39,1 to 45,1 to 45
"December 9, 1998","12,33,40,43,48",16,1 to 45,1 to 45
"December 12, 1998","12,16,26,29,40",32,1 to 45,1 to 45
"December 16, 1998","3,8,19,27,32",38,1 to 45,1 to 45
"December 19, 1998","3,5,15,17,45",6,1 to 45,1 to 45
"December 23, 1998","29,31,39,45,46",33,1 to 45,1 to 45
"December 26, 1998","7,17,27,29,41",33,1 to 45,1 to 45
"December 30, 1998","10,20,34,38,46",3,1 to 45,1 to 45
"January 2, 1999","4,17,23,26,39",27,1 to 45,1 to 45
"January 6, 1999","2,9,13,16,44",36,1 to 45,1 to 45
"January 9, 1999","5,10,11,27,32",13,1 to 45,1 to 45
"January 13, 1999","15,31,33,43,47",6,1 to 45,1 to 45
"January 16, 1999","2,15,20,28,40",15,1 to 45,1 to 45
"January 20, 1999","2,12,19,40,48",27,1 to 45,1 to 45
"January 23, 1999","3,19,26,30,49",31,1 to 45,1 to 45
"January 27, 1999","2,4,20,23,44",22,1 to 45,1 to 45
"January 30, 1999","19,24,25,40,45",5,1 to 45,1 to 45
"February 3, 1999","20,26,30,39,42",32,1 to 45,1 to 45
"February 6, 1999","15,25,32,39,48",32,1 to 45,1 to 45
"February 10, 1999","10,20,27,31,42",26,1 to 45,1 to 45
"February 13, 1999","4,9,18,27,35",11,1 to 45,1 to 45
"February 17, 1999","10,21,22,25,36",39,1 to 45,1 to 45
"February 20, 1999","6,15,16,24,39",12,1 to 45,1 to 45
"February 24, 1999","8,15,29,40,46",23,1 to 45,1 to 45
"February 27, 1999","13,20,30,32,46",36,1 to 45,1 to 45
"March 3, 1999","1,8,12,42,44",13,1 to 45,1 to 45
"March 6, 1999","13,19,20,25,42",13,1 to 45,1 to 45
"March 10, 1999","1,14,26,34,49",15,1 to 45,1 to 45
"March 13, 1999","8,11,42,44,49",39,1 to 45,1 to 45
"March 17, 1999","9,15,31,37,40",9,1 to 45,1 to 45
"March 20, 1999","4,20,22,40,41",7,1 to 45,1 to 45
"March 24, 1999","7,19,20,26,27",12,1 to 45,1 to 45
"March 27, 1999","5,12,13,45,48",35,1 to 45,1 to 45
"March 31, 1999","3,15,16,28,39",1,1 to 45,1 to 45
"April 3, 1999","1,4,10,17,30",6,1 to 45,1 to 45
"April 7, 1999","5,26,31,37,39",42,1 to 45,1 to 45
"April 10, 1999","3,24,34,42,45",1,1 to 45,1 to 45
"April 14, 1999","10,12,19,25,40",33,1 to 45,1 to 45
"April 17, 1999","15,18,25,40,43",37,1 to 45,1 to 45
"April 21, 1999","3,11,32,41,45",29,1 to 45,1 to 45
"April 24, 1999","1,3,35,45,48",18,1 to 45,1 to 45
"April 28, 1999","5,7,12,18,42",14,1 to 45,1 to 45
"May 1, 1999","7,9,20,26,27",18,1 to 45,1 to 45
"May 5, 1999","7,9,26,31,40",24,1 to 45,1 to 45
"May 8, 1999","25,28,30,34,47",14,1 to 45,1 to 45
"May 12, 1999","4,5,12,38,40",28,1 to 45,1 to 45
"May 15, 1999","4,24,27,30,38",14,1 to 45,1 to 45
"May 19, 1999","4,9,24,35,41",31,1 to 45,1 to 45
"May 22, 1999","6,15,18,36,43",11,1 to 45,1 to 45
"May 26, 1999","26,29,34,36,37",24,1 to 45,1 to 45
"May 29, 1999","5,35,36,43,45",19,1 to 45,1 to 45
"June 2, 1999","4,20,24,46,48",32,1 to 45,1 to 45
"June 5, 1999","2,8,16,37,49",11,1 to 45,1 to 45
"June 9, 1999","7,32,35,38,48",17,1 to 45,1 to 45
"June 12, 1999","17,26,28,35,45",20,1 to 45,1 to 45
"June 16, 1999","2,4,8,14,38",1,1 to 45,1 to 45
"June 19, 1999","2,23,27,38,46",26,1 to 45,1 to 45
"June 23, 1999","12,15,17,23,49",7,1 to 45,1 to 45
"June 26, 1999","8,15,22,38,47",26,1 to 45,1 to 45
"June 30, 1999","5,10,12,20,40",3,1 to 45,1 to 45
"July 3, 1999","1,7,8,21,37",2,1 to 45,1 to 45
"July 7, 1999","3,6,17,37,41",8,1 to 45,1 to 45
"July 10, 1999","7,17,35,37,44",30,1 to 45,1 to 45
"July 14, 1999","1,6,25,29,32",9,1 to 45,1 to 45
"July 17, 1999","30,36,37,40,48",28,1 to 45,1 to 45
"July 21, 1999","4,13,26,29,31",3,1 to 45,1 to 45
"July 24, 1999","4,23,33,45,47",33,1 to 45,1 to 45
"July 28, 1999","22,23,25,31,32",25,1 to 45,1 to 45
"July 31, 1999","18,26,43,45,46",29,1 to 45,1 to 45
"August 4, 1999","4,18,24,33,35",34,1 to 45,1 to 45
"August 7, 1999","1,42,44,45,49",1,1 to 45,1 to 45
"August 11, 1999","5,7,10,12,43",7,1 to 45,1 to 45
"August 14, 1999","1,5,6,39,45",14,1 to 45,1 to 45
"August 18, 1999","5,8,9,26,41",19,1 to 45,1 to 45
"August 21, 1999","2,17,28,42,45",20,1 to 45,1 to 45
"August 25, 1999","11,13,21,34,45",30,1 to 45,1 to 45
"August 28, 1999","14,18,25,38,39",7,1 to 45,1 to 45
"September 1, 1999","9,32,36,37,39",14,1 to 45,1 to 45
"September 4, 1999","14,22,23,26,34",29,1 to 45,1 to 45
"September 8, 1999","8,15,22,39,43",22,1 to 45,1 to 45
"September 11, 1999","4,32,33,37,42",25,1 to 45,1 to 45
"September 15, 1999","1,12,37,42,48",31,1 to 45,1 to 45
"September 18, 1999","2,8,26,34,46",30,1 to 45,1 to 45
"September 22, 1999","8,33,35,38,47",8,1 to 45,1 to 45
"September 25, 1999","15,32,33,36,41",7,1 to 45,1 to 45
"September 29, 1999","11,22,29,41,46",42,1 to 45,1 to 45
"October 2, 1999","12,15,25,35,48",30,1 to 45,1 to 45
"October 6, 1999","6,7,15,38,42",42,1 to 45,1 to 45
"October 9, 1999","8,20,27,39,43",1,1 to 45,1 to 45
"October 13, 1999","15,23,38,43,44",38,1 to 45,1 to 45
"October 16, 1999","5,12,18,22,40",21,1 to 45,1 to 45
"October 20, 1999","2,16,19,20,29",13,1 to 45,1 to 45
"October 23, 1999","12,15,27,32,37",11,1 to 45,1 to 45
"October 27, 1999","17,20,24,31,39",21,1 to 45,1 to 45
"October 30, 1999","10,26,33,37,41",21,1 to 45,1 to 45
"November 3, 1999","1,3,7,8,26",7,1 to 45,1 to 45
"November 6, 1999","5,8,12,25,40",28,1 to 45,1 to 45
"November 10, 1999","13,19,31,40,43",36,1 to 45,1 to 45
"November 13, 1999","13,16,26,32,34",24,1 to 45,1 to 45
"November 17, 1999","11,20,27,43,48",12,1 to 45,1 to 45
"November 20, 1999","5,6,18,42,44",3,1 to 45,1 to 45
"November 24, 1999","2,4,15,37,43",40,1 to 45,1 to 45
"November 27, 1999","3,16,24,28,38",28,1 to 45,1 to 45
"December 1, 1999","3,14,20,32,47",2,1 to 45,1 to 45
"December 4, 1999","5,22,25,36,38",37,1 to 45,1 to 45
"December 8, 1999","13,34,40,44,47",24,1 to 45,1 to 45
"December 11, 1999","6,10,31,47,48",29,1 to 45,1 to 45
"December 15, 1999","19,32,33,35,47",26,1 to 45,1 to 45
"December 18, 1999","2,3,15,25,43",25,1 to 45,1 to 45
"December 22, 1999","11,13,23,42,43",18,1 to 45,1 to 45
"December 25, 1999","6,19,29,39,44",28,1 to 45,1 to 45
"December 29, 1999","3,11,14,16,43",10,1 to 45,1 to 45
"January 1, 2000","9,13,23,36,45",39,1 to 45,1 to 45
"January 5, 2000","5,15,16,28,32",39,1 to 45,1 to 45
"January 8, 2000","7,28,35,40,48",14,1 to 45,1 to 45
"January 12, 2000","9,32,38,41,44",27,1 to 45,1 to 45
"January 15, 2000","1,6,21,33,40",28,1 to 45,1 to 45
"January 19, 2000","12,31,35,37,44",34,1 to 45,1 to 45
"January 22, 2000","4,16,32,34,41",25,1 to 45,1 to 45
"January 26, 2000","18,25,30,43,46",18,1 to 45,1 to 45
"January 29, 2000","6,8,28,32,47",26,1 to 45,1 to 45
"February 2, 2000","6,10,12,16,29",33,1 to 45,1 to 45
"February 5, 2000","6,11,34,41,44",20,1 to 45,1 to 45
"February 9, 2000","5,29,36,40,49",30,1 to 45,1 to 45
"February 12, 2000","21,24,37,44,45",24,1 to 45,1 to 45
"February 16, 2000","9,10,12,31,41",37,1 to 45,1 to 45
"February 19, 2000","14,23,24,45,48",21,1 to 45,1 to 45
"February 23, 2000","12,16,20,26,32",35,1 to 45,1 to 45
"February 26, 2000","7,9,23,37,49",7,1 to 45,1 to 45
"March 1, 2000","21,22,29,30,38",39,1 to 45,1 to 45
"March 4, 2000","3,6,8,43,48",1,1 to 45,1 to 45
"March 8, 2000","11,14,17,25,36",38,1 to 45,1 to 45
"March 11, 2000","2,11,23,28,31",39,1 to 45,1 to 45
"March 15, 2000","14,15,19,38,44",20,1 to 45,1 to 45
"March 18, 2000","12,30,39,43,46",10,1 to 45,1 to 45
"March 22, 2000","3,12,30,41,46",32,1 to 45,1 to 45
"March 25, 2000","6,30,43,45,48",32,1 to 45,1 to 45
"March 29, 2000","12,32,37,40,49",37,1 to 45,1 to 45
"April 1, 2000","3,4,13,29,38",21,1 to 45,1 to 45
"April 5, 2000","6,8,11,18,39",40,1 to 45,1 to 45
"April 8, 2000","4,9,12,33,48",18,1 to 45,1 to 45
"April 12, 2000","4,6,20,25,31",6,1 to 45,1 to 45
"April 15, 2000","15,26,28,40,48",9,1 to 45,1 to 45
"April 19, 2000","3,8,9,20,49",22,1 to 45,1 to 45
"April 22, 2000","3,5,9,42,48",35,1 to 45,1 to 45
"April 26, 2000","5,10,17,24,37",15,1 to 45,1 to 45
"April 29, 2000","12,14,26,35,36",37,1 to 45,1 to 45
"May 3, 2000","5,13,34,41,48",7,1 to 45,1 to 45
"May 6, 2000","4,27,29,39,41",16,1 to 45,1 to 45
"May 10, 2000","8,18,20,31,47",11,1 to 45,1 to 45
"May 13, 2000","1,3,27,38,42",24,1 to 45,1 to 45
"May 17, 2000","16,17,20,28,49",34,1 to 45,1 to 45
"May 20, 2000","5,17,40,44,48",26,1 to 45,1 to 45
